company_id/id,name,product_name_chi,product_category,brand_name_chi,brand_name_eng,id,mlt,allergy_warning,allergyName,product_material_percentage,product_link,applicableRegionBP,productWithVariation,variationType1,variationType2,otherinfo,countryoforigin,medicaldevice,wireless,importexport,otherwireless,hscode,referenceFiles,containmaterial,potentialhazards,batteries,notes,innerNote,status
K530,"LED Grow Light Bulb, 12W, Waterproof, Red light Enhanced Version","LED Grow Light Bulb, 12W, Waterproof, Red light Enhanced Version",homeGarden,Sun Lumintech,Sun Lumintech,BP-K530-GBA-21012NRX62E-HFX,35,False,,,,"['US', 'UK']",1,packageQuantity,,"[{""type1"":""packageQuantity"",""type1Value"":""1"",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":"""",""providedByDRS"":false,""SKU"":""GBA-21012NRX62E-HF1"",""DRSSKU"":"""",""applicableRegion"":{""UK"":{""applicable"":true,""status"":""selected""},""US"":{""applicable"":true,""status"":""selected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""US"",""UK""],""FCAPrice"":""343.35"",""packageDimension1"":""6.8"",""packageDimension2"":""6.8"",""packageDimension3"":""12.6"",""packageDimensionUnit"":""cm"",""packageWeight"":""110"",""packageWeightUnit"":""g"",""status"":""edit""},{""type1"":""packageQuantity"",""type1Value"":""2"",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":"""",""providedByDRS"":false,""SKU"":""GBA-21012NRX62E-HF2"",""DRSSKU"":"""",""applicableRegion"":{""UK"":{""applicable"":true,""status"":""selected""},""US"":{""applicable"":true,""status"":""selected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""US"",""UK""],""FCAPrice"":""626.85"",""packageDimension1"":""6.8"",""packageDimension2"":""6.8"",""packageDimension3"":""12.6"",""packageDimensionUnit"":""cm"",""packageWeight"":""110"",""packageWeightUnit"":""g"",""status"":""edit""}]",Taiwan,True,['None'],['C02Required'],,9405.20.00.00-9,['none'],"[{""hazardousMaterial"":""""}]",[],"此商品有小量庫存，製造所需時間為五週。
此商品價格以美金計算為：USD 10.90 (1pcs)  USD 19.90 (2pcs) 
此商品為LED植物生長燈NLR-12A
",,
K525,X5 Smart Video Cycling Computer,X5 智慧拍攝車錶,sports,Xplova,Xplova,BP-K525-X5,30,False,,,http://www.xplova.com/x5.php,"['UK', 'IT', 'DE']",1,color,packageQuantity,"[{""type1"":""color"",""type1Value"":""Black"",""type2"":""packageQuantity"",""type2Value"":""X5"",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712757691283"",""providedByDRS"":false,""SKU"":""X5"",""applicableRegion"":{""US"":{""applicable"":false,""status"":""unselected""},""UK"":{""applicable"":true,""status"":""selected""},""IT"":{""applicable"":false,""status"":""aborted""},""DE"":{""applicable"":false,""status"":""aborted""},""CA"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""UK""],""FCAPrice"":""9506"",""packageDimension1"":""11"",""packageDimension2"":""6.2"",""packageDimension3"":""2.3"",""packageDimensionUnit"":""cm"",""packageWeight"":""120"",""packageWeightUnit"":""g"",""status"":""edit""},{""type1"":""color"",""type1Value"":""Black"",""type2"":""packageQuantity"",""type2Value"":""X5 + Combo Sensor"",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712757691276"",""providedByDRS"":false,""SKU"":""X5-Combo"",""applicableRegion"":{""US"":{""applicable"":false,""status"":""unselected""},""UK"":{""applicable"":true,""status"":""selected""},""DE"":{""applicable"":false,""status"":""aborted""},""IT"":{""applicable"":false,""status"":""aborted""},""CA"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""UK""],""FCAPrice"":""9930"",""packageDimension1"":""11"",""packageDimension2"":""6.2"",""packageDimension3"":""2.3"",""packageDimensionUnit"":""cm"",""packageWeight"":""120"",""packageWeightUnit"":""g"",""status"":""edit""},{""type1"":""color"",""type1Value"":""Black"",""type2"":""packageQuantity"",""type2Value"":""X5"",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712757691344"",""providedByDRS"":false,""SKU"":""X5-IT"",""applicableRegion"":{""IT"":{""applicable"":true,""status"":""selected""},""US"":{""applicable"":false,""status"":""unselected""},""UK"":{""applicable"":false,""status"":""unselected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""IT""],""FCAPrice"":""9506"",""packageDimension1"":""11"",""packageDimension2"":""6.2"",""packageDimension3"":""2.3"",""packageDimensionUnit"":""cm"",""packageWeight"":""120"",""packageWeightUnit"":""g"",""status"":""edit""},{""type1"":""color"",""type1Value"":""Black"",""type2"":""packageQuantity"",""type2Value"":""X5"",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712757691368"",""providedByDRS"":false,""SKU"":""X5-DE"",""applicableRegion"":{""DE"":{""applicable"":true,""status"":""selected""},""US"":{""applicable"":false,""status"":""unselected""},""UK"":{""applicable"":false,""status"":""unselected""},""CA"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""DE""],""FCAPrice"":""9506"",""packageDimension1"":""11"",""packageDimension2"":""6.2"",""packageDimension3"":""2.3"",""packageDimensionUnit"":""cm"",""packageWeight"":""120"",""packageWeightUnit"":""g"",""status"":""edit""}]",Taiwan,False,"['bluetooth', 'Wifi']","['C02NotRequired', '602']",,85269190000        其他無線電航行輔助器具        Other radio navigational aid apparatus,['battery'],"[{""hazardousMaterial"":""""}]","[{""batteryType"":""LithiumIon"",""rechargeable"":true,""cellsNumber"":""1"",""votage"":""3.7"",""capacity"":""1500"",""weight"":""23.8"",""batteryFileLineItems"":[{""file"":""X5 1.2m drop test.pdf""},{""file"":""UN 38.3 certification.pdf""},{""file"":""MSDS for Welltech(X5).pdf""}],""appliedVariationProduct"":[""X5-Combo"",""X5"",""X5-IT"",""X5-DE""]}]","- no 藍芽專利授權 so we do not present Bluetooth function.&nbsp;<div>- WEEE（註冊號碼&amp;國家）.........PM 說產品設計時已經是按照 WEEE 規範，若 DRS 有需要會提供一個類似的材料文件。&nbsp;</div><div>- Wi-Fi: 與PM確認後, Logo不需放置.如果需要有圖形表示,請讓我知道我會提供&nbsp;</div><div>- C02 商檢證: 因 3G 產品不歸屬經濟部,所以不須BSMI,但需要NCC強制規範,我們已有申請,已提供給您NCC囉.&nbsp;</div><div>- product weight: 120g for X5 only; 189g for all contents&nbsp;</div><div><br></div><div>1. 出口文件使用之產品品名 : Video Cycling Computer&nbsp;</div><div>2. 出口文件標示供應商認證型號 : X5&nbsp;</div><div>3. 產品包裝內是否需要加入 DRS銷售端公司顧客關懷小卡 : No&nbsp;</div><div>4. 是否需要 DRS 開立訂購單 : Yes&nbsp;</div><div><br></div><div>[Amazon IT]</div><div>- listed on IT, added on UK too for FBA UK fulfillment. uploaded MSDS exemption sheet, battery MSDS, UN38.3, 1.2 m drop test files for B01N8UD5RY for hazmat review 20161111&nbsp;</div><div>- shipment status clear on 20161114&nbsp;</div><div><br></div><div>[Amazon DE]&nbsp;</div><div>- listed on DE &amp; UK (Sports &amp; Outdoors &gt; Sports Technology &gt; GPS Units &gt; Cycling GPS Units) 20161116&nbsp;</div><div>- uploaded MSDS exemption sheet, battery MSDS, UN38.3, 1.2 m drop test files for B01N2H8AUJ for hazmat review 20161117</div>","<div><strong>Standard Envelope, 101 – 250 g</strong><br></div><div><br></div>[Insurance]<div>Tiffany: 已為您詢問保險單位，您提到的那段文字為acer的產品責任險保單號碼，抱歉無法提供, 保險證左上角 ""Insured"" 有 AEB &amp; XPL(Acer e-Enabling Service Business Inc. &amp;/or XPLOVA Inc.)就表示Xplova已涵蓋在保險內容囉&nbsp;<div><br></div><div>[other info]</div><div>SKU for UK&nbsp;</div><div>X5</div><div>X5-HR-belt</div><div>X5-Combo</div><div>X5-HR-belt-Combo</div><div><br></div><div>EAN for UK</div><div>4712757691283</div><div>4712757691290</div><div>4712757691276</div><div>4712757691313</div></div>",Finalized
K519,Sleeveless Nightdress,性感洋裝睡衣,clothingAccessories,羅絲美,Rosemaid,BP-K519-16309,2,False,,100% Polyester,,['UK'],1,color,sizeCapacity,"[{""type1"":""color"",""type1Value"":""米色"",""type2"":""sizeCapacity"",""type2Value"":""M"",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712805502509"",""providedByDRS"":true,""SKU"":""16309-30-09"",""applicableRegion"":{""UK"":{""applicable"":true,""status"":""selected""},""US"":{""applicable"":false,""status"":""unselected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""UK""],""FCAPrice"":""950"",""packageDimension1"":""34"",""packageDimension2"":""39"",""packageDimension3"":"""",""packageDimensionUnit"":""in"",""packageWeight"":""165"",""packageWeightUnit"":""g"",""status"":""edit""}]",Taiwan,False,['None'],['none'],,"6208.22.00.00-2	 人造纖維製女用或女童用睡袍及睡衣褲 Women's or girls' nightdresses and pyjamas, of man-made fibres",['none'],"[{""hazardousMaterial"":""""}]",[],<p>胸圍34 in，衣長39 in<br></p><p><br></p><p>required:</p><p>profit share could be negative (price revised)</p>,,Pending DRS review
K534,"iRecki voice Recording greeting card, photo frame, 30"",  2 heart as 1",愛錄奇 心心相印 30秒 錄音卡 相框卡 相框照片 錄音 卡片 禮物 婚禮小物 祝福 可手繪..,independentDesign,吶喊文創,Nahann Co.,BP-K534-nh-c067,7,False,,"紙 20%, 實木50%, 錄音模組 20%",http://wowcreative.meepshop.com/product/56ea6634b54234566b000055,[],0,color,,"[{""type1"":"""",""type1Value"":"""",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":"""",""providedByDRS"":false,""SKU"":""nh-c067"",""DRSSKU"":"""",""applicableRegion"":{""US"":{""applicable"":false,""status"":""unselected""},""UK"":{""applicable"":false,""status"":""unselected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[],""FCAPrice"":"""",""packageDimension1"":"""",""packageDimension2"":"""",""packageDimension3"":"""",""packageDimensionUnit"":"""",""packageWeight"":"""",""packageWeightUnit"":"""",""status"":""edit""}]",Taiwan,False,['None'],['unsure'],,,['battery'],"[{""hazardousMaterial"":""無""}]","[{""batteryType"":""productSpecific"",""rechargeable"":false,""cellsNumber"":""3"",""votage"":""1.5"",""capacity"":""75"",""weight"":""1.1"",""batteryFileLineItems"":[{""file"":""无汞碱性钮扣电池LR1130－MSDS.pdf""},{""file"":""无汞无铅SGS报告新.pdf""}],""appliedVariationProduct"":[""nh-c067""]}]",,,Pending DRS review
K520,TUNAI CLIP: Wireless Headphone Amplifier,TUNAI CLIP嗑音樂 無線耳機擴大器,electronicsAccessories,圖怡創意,TUNAI,BP-K520-TC001S-S-1,,False,,,http://www.tunai-creative.com.tw/clip.html,"['US', 'UK']",1,color,,"[{""type1"":""color"",""type1Value"":""黑"",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712947751513"",""providedByDRS"":false,""SKU"":""TC001S-S-1B"",""DRSSKU"":"""",""applicableRegion"":{""US"":{""applicable"":true,""status"":""selected""},""UK"":{""applicable"":true,""status"":""selected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""US"",""UK""],""FCAPrice"":""1076"",""packageDimension1"":""0.5"",""packageDimension2"":""0.45"",""packageDimension3"":""1.2"",""packageDimensionUnit"":""cm"",""packageWeight"":""16"",""packageWeightUnit"":""g"",""status"":""edit""},{""type1"":""color"",""type1Value"":""白"",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712947751520"",""providedByDRS"":false,""SKU"":""TC001S-S-1W"",""DRSSKU"":"""",""applicableRegion"":{""US"":{""applicable"":true,""status"":""selected""},""UK"":{""applicable"":true,""status"":""selected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""US"",""UK""],""FCAPrice"":""1076"",""packageDimension1"":""0.5"",""packageDimension2"":""0.45"",""packageDimension3"":""1.2"",""packageDimensionUnit"":""cm"",""packageWeight"":""16"",""packageWeightUnit"":""g"",""status"":""edit""}]",Taiwan,False,['bluetooth'],['none'],,"8517.62.00.00-5 接收、轉換及傳輸或再生聲音、圖像或其他資料之機器，包括交換器及路由器	Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",['battery'],"[{""hazardousMaterial"":""""}]","[{""batteryType"":""LithiumIon"",""rechargeable"":true,""cellsNumber"":""1"",""votage"":""3.7"",""capacity"":""110"",""weight"":""2.7"",""batteryFileLineItems"":[{""file"":""AHB501421PR Product Specification v2 0 20160406-請客戶回簽OK.pdf""},{""file"":""AHB-SDS 2016 for air--(____).pdf""},{""file"":""UN16042501-AHB501421PR UN38.3__.pdf""}],""appliedVariationProduct"":[""TC001S-S-1B"",""TC001S-S-1W""]}]",,,Pending DRS review
K101,2 x Wing Screws for Solar Pool Purifier,2 x Wing Screws for Solar Pool Purifier,homeGarden,Human Creations,(Mananasun) Human Creations,BP-K101-K423-1E,5,False,,,,['US'],0,color,,"[{""type1"":"""",""type1Value"":"""",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712805501113"",""providedByDRS"":false,""SKU"":""K423-1E"",""DRSSKU"":"""",""applicableRegion"":{""US"":{""applicable"":true,""status"":""selected""},""UK"":{""applicable"":false,""status"":""unselected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""US""],""FCAPrice"":""30"",""packageDimension1"":"""",""packageDimension2"":"""",""packageDimension3"":"""",""packageDimensionUnit"":"""",""packageWeight"":""4"",""packageWeightUnit"":""g"",""status"":""edit""}]",China,False,['None'],['unsure'],,8421.99.90.00-8	 其他液體或氣體過濾及淨化機具之零件 Other parts of filtering or purifying machinery and apparatus for liquids or gases,['none'],"[{""hazardousMaterial"":""""}]",[],<p>go-DRS 無FCA產品單價 &nbsp;但最新採購單上之單價為美金1元 (乘以30換算成台幣)</p><p>go-DRS &amp; Amazon 上皆無產品尺寸&nbsp;</p>,,Pending DRS review
K576,Protease lingerie stain clean liquid - Tenderness,密淨 私密衣物蛋白酵素去漬抑菌手洗精 柔情,healthPersonalCare,捷醫國際,Relove,BP-K576-LW-Chanel,45,True,latex,"Energy Water 54%, Betaine 20%, Polysorbate 2%, Cocoglycerides 6%, Decyl Glucoside(APG) 10%, Hydrolyzed Wheat Protein PG-Propyl Silanetriol 3%, Cocamide MEA 1%, Tea seed enzyme 3%, Parfum",https://www.youtube.com/watch?v=Hm87bAbwuI0,['US'],0,color,,"[{""type1"":"""",""type1Value"":"""",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712933170014"",""providedByDRS"":false,""SKU"":""LW-Chanel"",""DRSSKU"":"""",""applicableRegion"":{""US"":{""applicable"":true,""status"":""selected""},""UK"":{""applicable"":false,""status"":""unselected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""US""],""FCAPrice"":""200"",""packageDimension1"":""4.5"",""packageDimension2"":""4.5"",""packageDimension3"":""16"",""packageDimensionUnit"":""cm"",""packageWeight"":""200"",""packageWeightUnit"":""g"",""status"":""edit""}]",Taiwan,False,['None'],[],,"3402200000-4 零售包裝界面活性製劑、洗滌製劑及清潔製劑 Surface-active preparations, washing preparations and cleaning preparations, put up for retail sale",[],"[{""hazardousMaterial"":""""}]",[],,,Pending supplier action
K524,Mozbii ColorXplore - Color Picking Stylus,Mozbii 萌奇筆─兒童益智繪圖吸色筆/畫筆 ColorXplore,toysGames,Mozbii,Mozbii,BP-K524-MOZB100,,False,,,http://www.mozbii.com/,"['US', 'UK']",1,color,,"[{""type1"":""color"",""type1Value"":""Orange"",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712876610004"",""providedByDRS"":false,""SKU"":""MOZB100OR02A"",""DRSSKU"":"""",""applicableRegion"":{""US"":{""applicable"":true,""status"":""selected""},""UK"":{""applicable"":true,""status"":""selected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""US"",""UK""],""FCAPrice"":""2276"",""packageDimension1"":"""",""packageDimension2"":"""",""packageDimension3"":"""",""packageDimensionUnit"":"""",""packageWeight"":"""",""packageWeightUnit"":"""",""status"":""edit""},{""type1"":""color"",""type1Value"":""Pink"",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712876610011"",""providedByDRS"":false,""SKU"":""MOZB100PK02A"",""DRSSKU"":"""",""applicableRegion"":{""US"":{""applicable"":true,""status"":""selected""},""UK"":{""applicable"":true,""status"":""selected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""US"",""UK""],""FCAPrice"":""2276"",""packageDimension1"":"""",""packageDimension2"":"""",""packageDimension3"":"""",""packageDimensionUnit"":"""",""packageWeight"":"""",""packageWeightUnit"":"""",""status"":""edit""},{""type1"":""color"",""type1Value"":""Blue"",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4712876610028"",""providedByDRS"":false,""SKU"":""MOZB100IB02A"",""DRSSKU"":"""",""applicableRegion"":{""US"":{""applicable"":true,""status"":""selected""},""UK"":{""applicable"":true,""status"":""selected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""US"",""UK""],""FCAPrice"":""2276"",""packageDimension1"":"""",""packageDimension2"":"""",""packageDimension3"":"""",""packageDimensionUnit"":"""",""packageWeight"":"""",""packageWeightUnit"":"""",""status"":""edit""}]",,True,['bluetooth'],['unsure'],,,['battery'],"[{""hazardousMaterial"":""""}]","[{""batteryType"":""LithiumIon"",""rechargeable"":true,""cellsNumber"":"""",""votage"":"""",""capacity"":"""",""weight"":"""",""batteryFileLineItems"":[],""appliedVariationProduct"":[]}]","<p>require:</p><p>- battery files&nbsp;UN38.8 八大測試報告, 1.2 公尺掉落測試報告 空海運運輸鑑定書。</p><p>-&nbsp;HS code and C02? （提供的&nbsp;960830 是普通筆 pen 不是 stylus ）</p><p>- FCA price too high/&nbsp;裝箱數</p><p>- insurance</p><p>-&nbsp;&nbsp;製造所需時間 [天數]&nbsp;</p><p>-&nbsp;""請問貴公司在當地有辦公室或倉儲嗎? 希望先退到貴公司當地倉儲，累積一定量再寄回台灣"" (退貨(退回台灣或是當地丟棄？))</p><p><br></p>
HS code could be:<p></p><p>- 8471607090, Input or output units, whether or not containing storage units in the same housing</p><p>- (has C02) 8473.308473308000, Parts and accessories of the machines of heading 8471 (Portable automatic data-processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display)<br></p><p>-&nbsp;(has C02) 84716090903 其他輸入或輸出單元，不論是否具有該系統之其他單元者，其在同一機殼內不論是否具有儲存單元者Other input or output units, whether or not presented with the rest of a system and whether or not containing storage units in the same housing</p><p><br></p><p>US</p><p>8471.60.9050 Input or output units, whether or not containing storage units in the same housing: &gt; Other &gt; Other &gt;&nbsp;Other</p><p><br></p><p>UK</p><p></p>8471607000 (0.00 %)<p>Automatic data-processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included Input or output units, whether or not containing storage units in the same housing &gt; Other<br></p><p><br></p><p><br></p><p></p><p>category could be:</p><p>Toys &amp; Games &gt; Electronics for Kids &gt; Electronic Learning Toys<br></p><p>Computers &amp; Accessories &gt; Tablet Accessories &gt; Styluses</p><br><p></p>",<p>package size: 19x6.4x5.4 cm</p><p>package weight: 148 g</p>,Pending DRS review
K558,CrystalGlitter Teeth Gloss•Teeth Crystal Shine•Thin Layer on Teeth for Crystal-Like Shine•USA Made【FW+PLUS】,FW+PLUS 晶燦齒釉筆,beauty,,FW+PLUS,BP-K558-FWP8100,15,False,,Poloxamer 407,https://www.amazon.com/CrystalGlitter-Gloss%E2%80%A2Teeth-Shine%E2%80%A2Thin-Crystal-Like-Shine%E2%80%A2USA/dp/B06Y31VZW7/ref=sr_1_1_s_it?s=beauty&ie=UTF8&qid=1510560361&sr=1-1&keywords=CrystalGlitter+Teeth+Gloss%E2%80%A2Teeth+Crystal+Shine%E2%80%A2Thin+Layer+on+Teeth+for+Crystal-Like+Shine%E2%80%A2USA+Made%E3%80%90FW%2BPLUS%E3%80%91,['US'],1,packageQuantity,,"[{""type1"":""packageQuantity"",""type1Value"":""1"",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""1239999999998"",""providedByDRS"":false,""SKU"":""FWP8100"",""DRSSKU"":"""",""applicableRegion"":{""US"":{""applicable"":true,""status"":""selected""},""UK"":{""applicable"":false,""status"":""unselected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""US""],""FCAPrice"":""150"",""packageDimension1"":""18"",""packageDimension2"":""11.5"",""packageDimension3"":""1"",""packageDimensionUnit"":""cm"",""packageWeight"":""0.029"",""packageWeightUnit"":""kg"",""status"":""edit""}]",US,False,['None'],['C02NotRequired'],,3306.10.90.00-4,['gel'],"[{""hazardousMaterial"":""""}]",[],,,Pending DRS review
K592,NEW Gentle-Fast Teeth Whitening•3D-Fit Tray•Whitener Bleaching Gel•PRO-GRADE•Gentle-Fast Formula•MUCH WHITER Than Tooth Whitener Strips and Toothpaste•USA Made【FW+PLUS】,FW+PLUS 3步驟DIY快速居家牙齒美白系統 (3ml x 2),beauty,,FW+PLUS,BP-K592-FWP4100,15,False,,Urea Peroxide,https://www.amazon.com/Whitening%E2%80%A23D-Fit-Tray%E2%80%A2Whitener-Gel%E2%80%A2PRO-GRADE%E2%80%A2Gentle-Fast-Formula%E2%80%A2MUCH-Toothpaste%E2%80%A2USA/dp/B06Y1YPJT6/ref=sr_1_5_s_it?s=beauty&ie=UTF8&qid=1510559174&sr=1-5&keywords=NEW+Gentle-Fast+Teeth+Whitening%E2%80%A23D-Fit+Tray%E2%80%A2Whitener+Bleaching+Gel%E2%80%A2PRO-GRADE%E2%80%A2Gentle-Fast+Formula%E2%80%A2MUCH+WHITER+Than+Tooth+Whitener+Strips+and+Toothpaste%E2%80%A2USA+Made%E3%80%90FW%2BPLUS%E3%80%91,['US'],0,color,,"[{""type1"":"""",""type1Value"":"""",""type2"":"""",""type2Value"":"""",""GTINType"":""EAN"",""GTINTypeLength"":13,""GTINValue"":""4715109450286"",""providedByDRS"":false,""SKU"":""FWP4100"",""DRSSKU"":"""",""applicableRegion"":{""US"":{""applicable"":true,""status"":""selected""},""UK"":{""applicable"":false,""status"":""unselected""},""CA"":{""applicable"":false,""status"":""unselected""},""DE"":{""applicable"":false,""status"":""unselected""},""IT"":{""applicable"":false,""status"":""unselected""},""FR"":{""applicable"":false,""status"":""unselected""},""ES"":{""applicable"":false,""status"":""unselected""}},""applicableRegionList"":[""US""],""FCAPrice"":""240"",""packageDimension1"":""14"",""packageDimension2"":""21.8"",""packageDimension3"":""3.3"",""packageDimensionUnit"":""cm"",""packageWeight"":""120"",""packageWeightUnit"":""g"",""status"":""edit""}]",US,False,['None'],['C02NotRequired'],,3306.10.90.00-4,['gel'],"[{""hazardousMaterial"":""""}]",[],,,
